loan_id,loan_number,customer_id,product_id,branch_id,officer_id,loan_type,loan_amount,outstanding_amount,interest_rate,tenure_months,start_date,maturity_date,credit_grade,loan_status
LN00379,LN5222000379,CU01058,PR010,BR007,OF0056,PERSONAL_LOAN,837799.26,105451.74,14.91,60,2023-04-26,2028-04-26,D,ACTIVE
LN00380,LN3814000380,CU04201,PR012,BR004,OF0030,PERSONAL_LOAN,3919753.30,2793366.88,11.27,240,2024-07-19,2044-07-19,B,ACTIVE
LN00381,LN7406000381,CU00553,PR014,BR006,OF0081,HOME_LOAN,2688280.47,919661.29,13.44,120,2021-02-17,2031-02-17,C,CLOSED
LN00382,LN2550000382,CU01067,PR014,BR008,OF0093,HOME_LOAN,2607889.22,1508766.87,12.40,12,2022-11-16,2023-11-16,A,DEFAULTED
LN00383,LN2605000383,CU00036,PR015,BR006,OF0095,HOME_LOAN,4936290.03,3079353.43,12.26,240,2019-05-02,2039-05-02,C,DEFAULTED
LN00384,LN3286000384,CU01485,PR013,BR008,OF0064,HOME_LOAN,2071315.81,1287682.16,14.43,240,2021-08-09,2041-08-09,B,ACTIVE
LN00385,LN8899000385,CU03348,PR015,BR009,OF0057,HOME_LOAN,1245489.37,1050212.17,15.65,240,2019-07-28,2039-07-28,A,ACTIVE
LN00386,LN2340000386,CU03811,PR013,BR005,OF0055,HOME_LOAN,2066405.51,1894296.29,8.97,24,2020-02-04,2022-02-04,A,ACTIVE
LN00387,LN8297000387,CU00021,PR015,BR002,OF0007,HOME_LOAN,1439667.77,1329090.02,14.70,240,2021-05-23,2041-05-23,B,ACTIVE
LN00388,LN1712000388,CU01663,PR012,BR010,OF0059,PERSONAL_LOAN,728769.63,690326.40,12.28,60,2018-08-06,2023-08-06,D,CLOSED
LN00389,LN2106000389,CU02213,PR011,BR006,OF0050,PERSONAL_LOAN,2647390.20,1866442.70,10.27,240,2018-02-20,2038-02-20,A,DEFAULTED
LN00390,LN9369000390,CU02980,PR014,BR006,OF0092,HOME_LOAN,917002.39,547439.23,14.39,24,2023-01-14,2025-01-14,B,CLOSED
LN00391,LN3499000391,CU04132,PR013,BR006,OF0054,HOME_LOAN,1125523.32,703219.27,10.28,180,2024-03-23,2039-03-23,A,ACTIVE
LN00392,LN4499000392,CU02868,PR011,BR003,OF0001,PERSONAL_LOAN,3943716.33,588553.97,12.27,240,2022-10-24,2042-10-24,B,DEFAULTED
LN00393,LN3878000393,CU02538,PR015,BR008,OF0082,HOME_LOAN,123571.43,109563.60,11.02,12,2021-09-02,2022-09-02,B,CLOSED
LN00394,LN3608000394,CU03678,PR013,BR003,OF0015,HOME_LOAN,3126795.10,1178444.06,13.24,36,2023-01-25,2026-01-25,A,ACTIVE
LN00395,LN3032000395,CU02349,PR013,BR010,OF0088,HOME_LOAN,1302184.43,286512.23,8.98,12,2023-04-14,2024-04-14,B,CLOSED
LN00396,LN8887000396,CU03584,PR014,BR010,OF0059,HOME_LOAN,2803043.49,1708432.61,15.98,240,2018-06-28,2038-06-28,A,DEFAULTED
LN00397,LN7404000397,CU03746,PR014,BR002,OF0007,HOME_LOAN,2681721.70,401024.61,10.60,240,2019-10-16,2039-10-16,A,ACTIVE
LN00398,LN5897000398,CU00283,PR015,BR007,OF0090,HOME_LOAN,1107344.14,1047993.23,9.98,120,2018-02-05,2028-02-05,B,DEFAULTED
LN00399,LN2398000399,CU01128,PR015,BR006,OF0095,HOME_LOAN,1694261.31,1420344.97,9.00,240,2022-09-22,2042-09-22,B,DEFAULTED
LN00400,LN1202000400,CU04044,PR010,BR005,OF0085,PERSONAL_LOAN,587761.16,69019.41,12.99,24,2022-03-27,2024-03-27,B,DEFAULTED
LN00401,LN1370000401,CU02094,PR012,BR004,OF0027,PERSONAL_LOAN,4421882.54,1250680.19,7.01,180,2018-05-26,2033-05-26,C,CLOSED
LN00402,LN6025000402,CU04460,PR011,BR002,OF0013,PERSONAL_LOAN,2235475.26,233327.59,14.41,240,2022-05-20,2042-05-20,C,DEFAULTED
LN00403,LN1532000403,CU00792,PR013,BR004,OF0084,HOME_LOAN,4133829.49,1424196.48,10.37,12,2021-04-27,2022-04-27,B,DEFAULTED
LN00404,LN8852000404,CU00121,PR012,BR006,OF0095,PERSONAL_LOAN,2465980.55,1032067.16,13.59,36,2018-02-21,2021-02-21,A,ACTIVE
LN00405,LN1643000405,CU00985,PR014,BR009,OF0089,HOME_LOAN,4966363.31,3149618.09,8.02,60,2024-01-04,2029-01-04,C,DEFAULTED
LN00406,LN6182000406,CU03875,PR011,BR007,OF0090,PERSONAL_LOAN,1581711.07,1336209.65,8.36,36,2020-08-02,2023-08-02,C,DEFAULTED
LN00407,LN3826000407,CU01752,PR013,BR006,OF0092,HOME_LOAN,995635.50,549689.35,13.50,60,2019-04-02,2024-04-02,C,CLOSED
LN00408,LN9064000408,CU04215,PR013,BR009,OF0067,HOME_LOAN,1632636.12,1334894.42,14.39,240,2018-09-19,2038-09-19,B,ACTIVE
LN00409,LN7370000409,CU02978,PR011,BR002,OF0013,PERSONAL_LOAN,4741034.13,535906.50,7.73,36,2021-05-13,2024-05-13,C,ACTIVE
LN00410,LN5294000410,CU01237,PR011,BR010,OF0033,PERSONAL_LOAN,4976772.06,2646003.68,7.67,120,2024-01-11,2034-01-11,C,DEFAULTED
LN00411,LN7130000411,CU04644,PR010,BR002,OF0086,PERSONAL_LOAN,972673.10,391035.96,8.06,180,2024-10-02,2039-10-02,B,DEFAULTED
LN00412,LN5186000412,CU00982,PR015,BR007,OF0051,HOME_LOAN,464965.55,220084.54,7.64,12,2018-01-20,2019-01-20,B,CLOSED
LN00413,LN4153000413,CU02747,PR012,BR005,OF0060,PERSONAL_LOAN,4847021.24,4146287.04,15.71,120,2023-03-11,2033-03-11,A,CLOSED
LN00414,LN8293000414,CU00643,PR013,BR009,OF0058,HOME_LOAN,2123078.22,1595722.23,11.07,60,2024-09-11,2029-09-11,C,ACTIVE
LN00415,LN9180000415,CU01559,PR010,BR003,OF0015,PERSONAL_LOAN,4355248.96,2339903.08,14.06,36,2019-07-18,2022-07-18,A,ACTIVE
LN00416,LN1312000416,CU03745,PR012,BR002,OF0007,PERSONAL_LOAN,2413939.39,2353020.22,8.56,36,2022-10-28,2025-10-28,B,DEFAULTED
LN00417,LN7638000417,CU00818,PR011,BR009,OF0062,PERSONAL_LOAN,4855923.01,2325053.05,14.04,12,2024-12-31,2025-12-31,A,DEFAULTED
LN00418,LN4735000418,CU04752,PR011,BR002,OF0026,PERSONAL_LOAN,3533786.01,2607144.73,8.88,36,2023-04-22,2026-04-22,C,CLOSED
LN00419,LN3134000419,CU04877,PR012,BR007,OF0090,PERSONAL_LOAN,762378.86,428431.63,9.75,240,2020-06-16,2040-06-16,C,DEFAULTED
LN00420,LN6088000420,CU00035,PR015,BR009,OF0070,HOME_LOAN,4870204.89,754765.96,13.39,180,2019-09-17,2034-09-17,C,DEFAULTED
LN00421,LN8095000421,CU02144,PR014,BR010,OF0033,HOME_LOAN,4335336.76,2687648.04,8.35,36,2024-08-05,2027-08-05,B,ACTIVE
LN00422,LN8469000422,CU00735,PR010,BR008,OF0061,PERSONAL_LOAN,3843130.39,2129562.58,12.70,24,2020-12-20,2022-12-20,C,ACTIVE
LN00423,LN4792000423,CU00271,PR015,BR010,OF0033,HOME_LOAN,2344967.75,1369238.59,7.37,180,2021-04-27,2036-04-27,A,DEFAULTED
LN00424,LN6865000424,CU01566,PR012,BR004,OF0096,PERSONAL_LOAN,3678384.32,1689191.93,11.12,180,2019-01-02,2034-01-02,C,DEFAULTED
LN00425,LN7279000425,CU03026,PR013,BR007,OF0065,HOME_LOAN,2998134.34,1315857.15,7.78,12,2022-01-29,2023-01-29,A,ACTIVE
LN00426,LN9987000426,CU01239,PR010,BR008,OF0075,PERSONAL_LOAN,1867405.87,258756.38,8.39,120,2023-11-06,2033-11-06,D,CLOSED
LN00427,LN4143000427,CU00005,PR014,BR008,OF0061,HOME_LOAN,82589.53,64236.95,13.94,60,2024-09-13,2029-09-13,B,CLOSED
LN00428,LN2903000428,CU03747,PR013,BR009,OF0076,HOME_LOAN,3233868.39,2087924.26,7.35,240,2019-11-20,2039-11-20,B,DEFAULTED
LN00429,LN2551000429,CU01438,PR014,BR009,OF0058,HOME_LOAN,3528245.41,1665482.53,9.97,12,2022-09-28,2023-09-28,C,ACTIVE
LN00430,LN8241000430,CU00899,PR010,BR007,OF0051,PERSONAL_LOAN,3828016.04,3420780.66,15.73,180,2021-12-11,2036-12-11,A,ACTIVE
LN00431,LN2022000431,CU01502,PR011,BR004,OF0027,PERSONAL_LOAN,823924.83,741382.31,11.47,36,2020-04-25,2023-04-25,B,CLOSED
LN00432,LN4541000432,CU03187,PR012,BR008,OF0097,PERSONAL_LOAN,2833847.17,1891622.98,11.95,240,2018-05-02,2038-05-02,A,CLOSED
LN00433,LN4455000433,CU01212,PR014,BR008,OF0075,HOME_LOAN,2196760.54,1480863.22,15.79,120,2021-09-12,2031-09-12,A,ACTIVE
LN00434,LN8399000434,CU01549,PR014,BR007,OF0023,HOME_LOAN,477655.21,432532.10,12.36,180,2021-04-16,2036-04-16,C,DEFAULTED
LN00435,LN9294000435,CU00101,PR015,BR006,OF0092,HOME_LOAN,727304.03,490399.36,12.44,36,2021-04-19,2024-04-19,C,ACTIVE
LN00436,LN2286000436,CU03274,PR013,BR009,OF0011,HOME_LOAN,2983725.89,901947.59,12.40,36,2023-07-27,2026-07-27,B,ACTIVE
LN00437,LN5403000437,CU02932,PR010,BR009,OF0058,PERSONAL_LOAN,4672247.32,3890100.29,10.74,24,2020-06-08,2022-06-08,A,DEFAULTED
LN00438,LN7640000438,CU01761,PR012,BR001,OF0083,PERSONAL_LOAN,2165645.50,2090131.47,11.25,12,2018-07-07,2019-07-07,B,CLOSED
LN00439,LN5791000439,CU04050,PR011,BR008,OF0082,PERSONAL_LOAN,236625.19,223101.23,13.05,240,2021-03-07,2041-03-07,B,DEFAULTED
LN00440,LN2460000440,CU03831,PR012,BR006,OF0094,PERSONAL_LOAN,3293538.79,1230901.28,14.55,60,2024-07-28,2029-07-28,B,CLOSED
LN00441,LN1474000441,CU03190,PR011,BR007,OF0065,PERSONAL_LOAN,340655.66,272950.07,10.42,240,2022-07-25,2042-07-25,D,CLOSED
LN00442,LN7251000442,CU02900,PR014,BR008,OF0097,HOME_LOAN,4555720.31,623103.71,9.22,60,2024-02-17,2029-02-17,C,ACTIVE
LN00443,LN9917000443,CU00275,PR012,BR005,OF0040,PERSONAL_LOAN,2561711.46,1055373.50,13.95,60,2021-06-07,2026-06-07,A,ACTIVE
LN00444,LN2289000444,CU01837,PR011,BR008,OF0061,PERSONAL_LOAN,1171683.36,144684.44,12.24,36,2020-06-04,2023-06-04,B,DEFAULTED
LN00445,LN3601000445,CU02251,PR015,BR005,OF0002,HOME_LOAN,1549491.33,176686.84,7.22,240,2021-06-17,2041-06-17,C,DEFAULTED
LN00446,LN5398000446,CU01247,PR012,BR006,OF0092,PERSONAL_LOAN,1543404.75,162708.99,15.57,24,2024-05-24,2026-05-24,B,DEFAULTED
LN00447,LN3977000447,CU03687,PR013,BR004,OF0063,HOME_LOAN,4904720.77,2463233.69,15.64,180,2024-10-24,2039-10-24,A,CLOSED
LN00448,LN7868000448,CU00938,PR012,BR006,OF0024,PERSONAL_LOAN,3631792.30,1677268.12,12.07,24,2020-09-05,2022-09-05,B,CLOSED
LN00449,LN3036000449,CU03271,PR010,BR002,OF0086,PERSONAL_LOAN,345144.69,36086.22,13.65,60,2024-09-06,2029-09-06,A,DEFAULTED
LN00450,LN4328000450,CU00406,PR010,BR008,OF0093,PERSONAL_LOAN,2787696.10,2335480.56,15.71,60,2019-12-03,2024-12-03,C,DEFAULTED
LN00451,LN1166000451,CU00658,PR014,BR003,OF0078,HOME_LOAN,2097687.31,1590354.10,9.28,60,2023-07-03,2028-07-03,C,DEFAULTED
LN00452,LN5848000452,CU00778,PR013,BR003,OF0005,HOME_LOAN,903875.19,843336.76,13.38,24,2018-01-07,2020-01-07,B,DEFAULTED
LN00453,LN3120000453,CU03267,PR011,BR007,OF0077,PERSONAL_LOAN,3703066.46,2350499.27,8.75,120,2019-12-07,2029-12-07,A,CLOSED
LN00454,LN1649000454,CU00219,PR013,BR009,OF0067,HOME_LOAN,4021559.07,937213.43,10.66,120,2023-07-12,2033-07-12,B,CLOSED
LN00455,LN7909000455,CU01265,PR011,BR009,OF0068,PERSONAL_LOAN,2375382.35,1979560.57,9.82,180,2023-10-19,2038-10-19,A,ACTIVE
LN00456,LN1548000456,CU03142,PR014,BR001,OF0083,HOME_LOAN,907408.75,737035.47,12.73,240,2022-01-03,2042-01-03,B,ACTIVE
LN00457,LN3668000457,CU01334,PR012,BR008,OF0036,PERSONAL_LOAN,4655220.75,3300181.18,13.03,12,2018-03-31,2019-03-31,A,CLOSED
LN00458,LN6680000458,CU00056,PR013,BR008,OF0082,HOME_LOAN,2143890.08,1790804.81,15.35,180,2019-02-03,2034-02-03,A,DEFAULTED
LN00459,LN7645000459,CU04488,PR011,BR007,OF0023,PERSONAL_LOAN,3110679.39,875186.67,15.29,12,2021-03-24,2022-03-24,C,CLOSED
LN00460,LN9814000460,CU02769,PR011,BR004,OF0084,PERSONAL_LOAN,1350502.52,1265439.88,13.64,24,2024-10-29,2026-10-29,B,DEFAULTED
LN00461,LN2021000461,CU02965,PR014,BR002,OF0007,HOME_LOAN,1241366.67,1038487.67,14.09,60,2021-02-04,2026-02-04,A,CLOSED
LN00462,LN4214000462,CU04382,PR012,BR010,OF0088,PERSONAL_LOAN,4330228.80,1356433.54,12.61,24,2018-04-14,2020-04-14,C,ACTIVE
LN00463,LN6967000463,CU04562,PR010,BR003,OF0069,PERSONAL_LOAN,3577488.82,2875627.60,8.76,120,2022-11-29,2032-11-29,A,CLOSED
LN00464,LN1013000464,CU03368,PR014,BR009,OF0089,HOME_LOAN,1433575.39,1098414.27,9.04,60,2019-02-16,2024-02-16,C,ACTIVE
LN00465,LN5796000465,CU02500,PR015,BR009,OF0070,HOME_LOAN,4066125.51,2890853.43,12.92,12,2018-01-07,2019-01-07,D,ACTIVE
LN00466,LN8533000466,CU00196,PR012,BR006,OF0092,PERSONAL_LOAN,2446768.11,611566.38,15.14,240,2020-08-02,2040-08-02,B,DEFAULTED
LN00467,LN2107000467,CU03416,PR013,BR005,OF0085,HOME_LOAN,4430833.86,471787.76,7.47,180,2022-06-03,2037-06-03,A,CLOSED
LN00468,LN2987000468,CU01653,PR015,BR002,OF0007,HOME_LOAN,223506.47,167638.35,8.36,36,2019-04-13,2022-04-13,A,ACTIVE
LN00469,LN8278000469,CU01073,PR013,BR009,OF0041,HOME_LOAN,2990111.33,476570.14,10.55,36,2022-05-18,2025-05-18,B,DEFAULTED
LN00470,LN5400000470,CU04823,PR015,BR001,OF0003,HOME_LOAN,110425.31,28068.32,13.77,60,2018-05-27,2023-05-27,A,DEFAULTED
LN00471,LN7505000471,CU02836,PR010,BR003,OF0035,PERSONAL_LOAN,3080318.96,2000197.54,11.61,12,2021-10-10,2022-10-10,B,CLOSED
LN00472,LN1607000472,CU02780,PR010,BR006,OF0048,PERSONAL_LOAN,4254755.81,1688181.55,11.42,36,2020-05-15,2023-05-15,A,CLOSED
LN00473,LN3178000473,CU00094,PR010,BR004,OF0084,PERSONAL_LOAN,4455311.41,3170897.98,15.04,12,2020-09-10,2021-09-10,C,ACTIVE
LN00474,LN3235000474,CU03251,PR011,BR008,OF0097,PERSONAL_LOAN,3828925.55,3504863.93,15.04,12,2022-06-16,2023-06-16,C,DEFAULTED
LN00475,LN6556000475,CU03683,PR015,BR008,OF0064,HOME_LOAN,4583097.77,1846264.19,13.94,240,2021-12-10,2041-12-10,C,ACTIVE
LN00476,LN3586000476,CU03735,PR011,BR003,OF0038,PERSONAL_LOAN,292860.86,169728.17,12.99,60,2018-05-26,2023-05-26,B,CLOSED
LN00477,LN4861000477,CU04047,PR010,BR006,OF0054,PERSONAL_LOAN,3804297.25,3745766.60,12.26,120,2019-09-09,2029-09-09,B,CLOSED
LN00478,LN3808000478,CU02496,PR015,BR009,OF0068,HOME_LOAN,499482.09,141464.08,10.98,120,2024-11-20,2034-11-20,B,CLOSED
LN00479,LN6638000479,CU00052,PR013,BR009,OF0068,HOME_LOAN,364198.72,316705.09,8.20,120,2024-02-26,2034-02-26,B,DEFAULTED
LN00480,LN2084000480,CU03189,PR011,BR002,OF0026,PERSONAL_LOAN,529903.63,420570.86,9.61,36,2019-10-06,2022-10-06,B,DEFAULTED
LN00481,LN9621000481,CU01117,PR013,BR001,OF0019,HOME_LOAN,4064376.93,3264021.78,13.52,240,2022-11-28,2042-11-28,C,DEFAULTED
LN00482,LN9563000482,CU03342,PR014,BR005,OF0060,HOME_LOAN,2698546.46,794309.29,12.77,24,2023-06-08,2025-06-08,A,DEFAULTED
LN00483,LN8151000483,CU01387,PR011,BR010,OF0021,PERSONAL_LOAN,4291453.45,2842281.41,8.74,180,2019-02-01,2034-02-01,C,DEFAULTED
LN00484,LN3532000484,CU03394,PR011,BR001,OF0083,PERSONAL_LOAN,1506515.58,367728.61,12.15,60,2018-09-07,2023-09-07,B,CLOSED
LN00485,LN8021000485,CU02739,PR012,BR010,OF0006,PERSONAL_LOAN,2639761.70,299778.30,9.24,120,2019-11-20,2029-11-20,C,DEFAULTED
LN00486,LN6204000486,CU03400,PR011,BR005,OF0100,PERSONAL_LOAN,1815277.29,1801024.86,10.64,180,2019-04-25,2034-04-25,B,ACTIVE
LN00487,LN4851000487,CU03514,PR011,BR007,OF0065,PERSONAL_LOAN,287469.91,181211.15,13.42,120,2023-04-30,2033-04-30,B,DEFAULTED
LN00488,LN8338000488,CU01215,PR012,BR009,OF0009,PERSONAL_LOAN,905066.24,778752.44,13.07,60,2020-06-06,2025-06-06,A,DEFAULTED
LN00489,LN6556000489,CU01877,PR015,BR010,OF0059,HOME_LOAN,3362754.59,2553055.56,8.62,36,2021-03-26,2024-03-26,B,CLOSED
LN00490,LN2056000490,CU02798,PR015,BR010,OF0059,HOME_LOAN,717732.03,666223.16,11.76,180,2021-04-12,2036-04-12,B,ACTIVE
LN00491,LN5500000491,CU03268,PR015,BR009,OF0020,HOME_LOAN,3352467.87,1252412.69,15.18,240,2024-05-18,2044-05-18,C,DEFAULTED
LN00492,LN1788000492,CU03395,PR010,BR007,OF0065,PERSONAL_LOAN,4376171.39,2608098.68,14.70,12,2023-01-24,2024-01-24,B,CLOSED
LN00493,LN7160000493,CU01189,PR015,BR002,OF0086,HOME_LOAN,1188253.19,218418.28,10.94,120,2021-09-25,2031-09-25,B,DEFAULTED
LN00494,LN7650000494,CU03846,PR012,BR001,OF0074,PERSONAL_LOAN,2087077.68,1082170.69,9.54,36,2023-11-30,2026-11-30,C,ACTIVE
LN00495,LN2094000495,CU01503,PR010,BR003,OF0037,PERSONAL_LOAN,4325385.15,2962392.14,12.37,240,2021-01-19,2041-01-19,C,ACTIVE
LN00496,LN6893000496,CU02915,PR015,BR008,OF0097,HOME_LOAN,2815854.60,940455.33,9.54,60,2024-06-26,2029-06-26,C,CLOSED
LN00497,LN8361000497,CU03900,PR012,BR005,OF0042,PERSONAL_LOAN,2075628.32,672185.17,14.59,24,2020-06-10,2022-06-10,B,CLOSED
LN00498,LN2274000498,CU04400,PR014,BR008,OF0097,HOME_LOAN,4401546.39,3710691.52,8.94,36,2022-06-02,2025-06-02,B,DEFAULTED
LN00499,LN2712000499,CU02006,PR011,BR010,OF0033,PERSONAL_LOAN,4969100.48,2259356.63,11.64,120,2018-05-16,2028-05-16,B,CLOSED
LN00500,LN9566000500,CU01630,PR013,BR009,OF0009,HOME_LOAN,1815407.77,1298446.33,9.08,240,2022-11-10,2042-11-10,C,DEFAULTED
LN00501,LN2849000501,CU00111,PR012,BR002,OF0066,PERSONAL_LOAN,3200586.53,2825814.77,13.76,60,2018-11-02,2023-11-02,B,ACTIVE
LN00502,LN5131000502,CU02215,PR011,BR009,OF0068,PERSONAL_LOAN,3195959.55,750428.71,13.15,60,2020-03-07,2025-03-07,C,ACTIVE
LN00503,LN8710000503,CU02333,PR015,BR004,OF0047,HOME_LOAN,3448505.39,2529984.68,8.69,24,2023-10-07,2025-10-07,A,DEFAULTED
LN00504,LN3275000504,CU04454,PR013,BR001,OF0074,HOME_LOAN,286789.61,164818.68,15.98,24,2022-07-14,2024-07-14,C,DEFAULTED
LN00505,LN4639000505,CU03630,PR012,BR003,OF0035,PERSONAL_LOAN,1521755.64,433095.30,7.90,240,2024-11-18,2044-11-18,B,DEFAULTED
LN00506,LN5771000506,CU02698,PR012,BR008,OF0097,PERSONAL_LOAN,4135061.90,3454893.36,12.12,60,2021-07-12,2026-07-12,C,DEFAULTED
LN00507,LN2936000507,CU01001,PR012,BR006,OF0081,PERSONAL_LOAN,4743484.19,4029258.98,8.06,180,2021-10-10,2036-10-10,C,ACTIVE
LN00508,LN8051000508,CU04476,PR013,BR003,OF0039,HOME_LOAN,1330347.59,367801.66,8.39,60,2018-10-05,2023-10-05,C,DEFAULTED
LN00509,LN8930000509,CU03111,PR010,BR007,OF0023,PERSONAL_LOAN,2485226.23,1610825.74,15.00,120,2018-04-13,2028-04-13,A,ACTIVE
LN00510,LN9711000510,CU03906,PR013,BR009,OF0062,HOME_LOAN,1797190.58,1244777.39,7.27,36,2024-06-26,2027-06-26,A,ACTIVE
LN00511,LN9527000511,CU02037,PR011,BR001,OF0083,PERSONAL_LOAN,4021062.96,823418.93,11.02,24,2023-07-10,2025-07-10,A,DEFAULTED
LN00512,LN1165000512,CU02810,PR011,BR001,OF0031,PERSONAL_LOAN,1573933.96,1287020.94,7.57,60,2021-09-21,2026-09-21,B,CLOSED
LN00513,LN4343000513,CU00165,PR014,BR009,OF0091,HOME_LOAN,208383.85,111937.20,10.53,60,2019-10-19,2024-10-19,B,DEFAULTED
LN00514,LN7637000514,CU04591,PR012,BR004,OF0096,PERSONAL_LOAN,1811715.10,1157754.67,8.25,240,2018-08-19,2038-08-19,A,ACTIVE
LN00515,LN1388000515,CU04955,PR015,BR006,OF0092,HOME_LOAN,1162438.00,454937.46,11.49,12,2024-01-29,2025-01-29,C,ACTIVE
LN00516,LN1161000516,CU03568,PR011,BR006,OF0012,PERSONAL_LOAN,1379265.72,1143510.35,12.43,120,2020-04-25,2030-04-25,D,ACTIVE
LN00517,LN4634000517,CU04683,PR015,BR003,OF0078,HOME_LOAN,3357399.74,1277152.90,10.10,180,2023-05-04,2038-05-04,C,DEFAULTED
LN00518,LN8091000518,CU00530,PR015,BR004,OF0030,HOME_LOAN,1419009.32,1139390.34,8.81,36,2024-09-05,2027-09-05,C,DEFAULTED
LN00519,LN8590000519,CU02910,PR012,BR006,OF0054,PERSONAL_LOAN,2740458.59,1259707.70,14.79,240,2024-11-21,2044-11-21,C,DEFAULTED
LN00520,LN9302000520,CU02060,PR014,BR007,OF0049,HOME_LOAN,4422344.13,3782288.55,7.89,36,2023-10-07,2026-10-07,A,DEFAULTED
LN00521,LN5969000521,CU04315,PR014,BR002,OF0079,HOME_LOAN,4365219.86,3469340.54,15.58,120,2019-10-19,2029-10-19,B,ACTIVE
LN00522,LN8380000522,CU04190,PR013,BR006,OF0048,HOME_LOAN,3459830.08,990765.66,11.44,12,2019-08-26,2020-08-26,B,ACTIVE
LN00523,LN1044000523,CU00129,PR011,BR004,OF0087,PERSONAL_LOAN,709371.48,616812.48,7.74,60,2024-06-17,2029-06-17,B,DEFAULTED
LN00524,LN6797000524,CU01968,PR011,BR003,OF0053,PERSONAL_LOAN,4277530.01,2310249.96,14.62,36,2018-09-22,2021-09-22,C,DEFAULTED
LN00525,LN1372000525,CU00917,PR014,BR008,OF0082,HOME_LOAN,728950.93,144425.45,14.90,24,2023-02-09,2025-02-09,B,ACTIVE
LN00526,LN3670000526,CU01279,PR011,BR008,OF0064,PERSONAL_LOAN,729973.63,339461.76,15.56,240,2018-08-29,2038-08-29,C,DEFAULTED
LN00527,LN6796000527,CU00274,PR012,BR009,OF0068,PERSONAL_LOAN,1519585.08,740903.62,7.57,60,2018-02-04,2023-02-04,B,DEFAULTED
LN00528,LN1130000528,CU03740,PR010,BR006,OF0012,PERSONAL_LOAN,2566350.84,2519409.79,7.33,60,2022-05-30,2027-05-30,A,CLOSED
LN00529,LN4211000529,CU00765,PR012,BR003,OF0044,PERSONAL_LOAN,1655395.96,1132296.19,12.91,240,2018-12-31,2038-12-31,A,DEFAULTED
LN00530,LN1426000530,CU04094,PR012,BR006,OF0092,PERSONAL_LOAN,1899821.25,1343463.80,14.22,180,2020-02-17,2035-02-17,A,CLOSED
LN00531,LN9092000531,CU04569,PR013,BR003,OF0043,HOME_LOAN,864054.44,745254.35,12.87,240,2019-01-28,2039-01-28,B,CLOSED
LN00532,LN8330000532,CU01932,PR012,BR005,OF0010,PERSONAL_LOAN,4203637.32,3100493.04,14.29,36,2022-04-10,2025-04-10,A,ACTIVE
LN00533,LN2892000533,CU04851,PR013,BR002,OF0066,HOME_LOAN,3369064.42,1324805.42,8.58,12,2020-01-25,2021-01-25,B,ACTIVE
LN00534,LN6588000534,CU00523,PR013,BR005,OF0100,HOME_LOAN,2800892.74,2317688.22,9.37,12,2020-07-15,2021-07-15,B,DEFAULTED
LN00535,LN7169000535,CU00766,PR011,BR001,OF0003,PERSONAL_LOAN,3228182.28,1716575.05,9.02,240,2022-09-11,2042-09-11,B,ACTIVE
LN00536,LN4063000536,CU01590,PR010,BR004,OF0046,PERSONAL_LOAN,1144515.17,305801.60,9.78,24,2020-06-18,2022-06-18,D,DEFAULTED
LN00537,LN3439000537,CU01799,PR011,BR003,OF0038,PERSONAL_LOAN,969322.17,188087.37,12.42,120,2020-01-27,2030-01-27,B,DEFAULTED
LN00538,LN5807000538,CU01020,PR013,BR007,OF0065,HOME_LOAN,3269166.72,513590.87,10.38,120,2018-02-25,2028-02-25,C,DEFAULTED
LN00539,LN3761000539,CU03799,PR011,BR009,OF0017,PERSONAL_LOAN,3876378.96,1234633.05,7.88,120,2023-07-26,2033-07-26,D,CLOSED
LN00540,LN1559000540,CU03233,PR010,BR008,OF0075,PERSONAL_LOAN,888028.83,253358.52,8.18,60,2023-06-04,2028-06-04,B,DEFAULTED
LN00541,LN4078000541,CU02096,PR011,BR008,OF0093,PERSONAL_LOAN,1134691.67,1056873.51,11.14,180,2021-10-13,2036-10-13,A,CLOSED
LN00542,LN1858000542,CU04244,PR012,BR007,OF0023,PERSONAL_LOAN,705484.27,667886.37,12.41,12,2024-09-13,2025-09-13,C,DEFAULTED
LN00543,LN9037000543,CU02527,PR011,BR001,OF0074,PERSONAL_LOAN,187985.06,70151.47,10.68,180,2024-02-21,2039-02-21,A,DEFAULTED
LN00544,LN4481000544,CU00548,PR011,BR010,OF0008,PERSONAL_LOAN,1299840.91,1162205.09,13.89,240,2021-04-22,2041-04-22,B,DEFAULTED
LN00545,LN8333000545,CU03030,PR015,BR008,OF0097,HOME_LOAN,633963.99,295912.01,10.90,12,2019-01-27,2020-01-27,C,CLOSED
LN00546,LN9009000546,CU01777,PR013,BR006,OF0018,HOME_LOAN,4571419.75,2406736.04,8.93,120,2018-10-03,2028-10-03,B,CLOSED
LN00547,LN5761000547,CU00001,PR015,BR009,OF0052,HOME_LOAN,1179897.02,137470.08,8.00,12,2019-05-16,2020-05-16,A,CLOSED
LN00548,LN7458000548,CU03451,PR013,BR005,OF0040,HOME_LOAN,378335.41,129333.29,13.07,240,2021-12-21,2041-12-21,A,CLOSED
LN00549,LN5867000549,CU00003,PR012,BR008,OF0082,PERSONAL_LOAN,1548913.42,1164339.62,10.42,60,2022-12-09,2027-12-09,B,DEFAULTED
